Author,Book Title,Chapter,Sentence
LJ_Shen,The Monster,25,Something occurs to me just then.
Meghan_Quinn,A Not So Meet Cute,17,"He pushes his hand through his hair, sopping the water away, and lifts off me only enough to pull down on my shorts."
LJ_Shen,The Hunter,10,Precious Cillian.
L_Steele,The Billionaire's Christmas Bride,62,"Not that I am a poetry addict, by any measure, but words are my jam."
L_Steele,The Billionaire's Christmas Bride,12,I coil her over my chest.
Rose_Shain,Between Commitment and Betrayal,12,“I think it’s best we don’t discuss this with others.” I tried to veer myself in the right direction.
Meghan_Quinn,A Not So Meet Cute,6,"“I’ve missed you.” Through clenched teeth, she asks, “What the hell are you doing here?” “Don’t you want to invite me in?” “No . . ."
Sarina_Bowen,Hard Hitter,11,Plainclothes showed his badge.
Sandi_Lynn,Jamieson Finn,8,"I’d make sure she broke her
rule and she’d be in my bed sooner or later."
L_Steele,The Billionaire's Christmas Bride,18,The bed is empty.
Sam_Crescent,Billionaire Protector,5,“You’re being discharged tomorrow.” “Yes.” “What are you going to do?” “I’m going to go back home to my and Karen’s little apartment.” She took a deep breath.
Meghan_Quinn,A Not So Meet Cute,5,I love you.
JS_Scott,The Billionaire’s Obsession _Sam,5,"Moments later, Sam set the heated plates in front of them."
Ana_Huang,King of Wrath,33,"My gaze lingered on her face, trying to imprint every detail to memory before I kissed her again."
LT_Swan,The Stopover,25,"“What, Jameson?” I snap."
Annika_Martin,Breaking the Billionaire's Rules,10,"His hands rest on his hard thighs, fingers relaxed."
Melanie_Harlow,Call Me Crazy,15,"“Morning, Lucy.” “Morning.” I didn’t quite meet his eye as I went to the sink and started filling a glass to water the plant in the kitchen window."
Kendra_Little,Billionaire Bad Boy,7,Annie rolled her eyes.
Max_Monroe,Scoring the Billionaire,5,I’ve always wanted to meet their quarterback.
Pippa_Grant,Mister McHottie,4,"“I don’t think my stepbrothers have any issues finding non-incestuous blood .” “You need to sleep with him again,” Eloise declares ."
LT_Swan,The Takeover,11,“Young.” “Affirmative.” She narrows her eyes at me as she thinks.
Lisa_Kleypas,Smooth Talking Stranger,3,A small dressing-table lamp had been left on in the master bedroom.
Pippa_Grant,The Last Eligible Billionaire,14,"“Sea’s a little choppy tonight, but don’t you worry."
Jessica_Lemmon,The Billionaire Bachelor,15,"“That’s between us men,” he said, his eyes still closed."
Jessica_Lemmon,The Billionaire Bachelor,5,But then her eyes went to Rebecca and her date being seated at a small table in the middle of the restaurant and her smile faded.
Ann_Cole,I Choose You,35,"“I was worried you wouldn’t like it,” she confessed in fluid, eloquent English, not at all incomprehensible like Neville’s."
Ana_Huang,Twisted Love,23,"We started on the shallow end, and Alex had me walk around so I could get used to the feeling of the water and my bodyâ€™s buoyancy."
Sara_Cate,Highest Bidder,45,"“I’m fine,” she mutters, sounding tired."
Lisa_Kleypas,Sugar Daddy,1,We'd chosen pale pink leather with my name tooled in red letters.
LJ_Shen,The Hunter,25,All he needed was one orchestrated explosion.
Sam_Crescent,Billionaire Protector,4,She would always be laughing and having fun.
Alexa_Riley,Everything for Her,29,“Oz.” I stop.
Ann_Cole,Love Has a Name,23,"Because Tish was the one who called me, Tish was the one whom I directed my attention to."
Penny_Wylder,The Billionaire’s Virgin,11,"Fucking hell, she is so goddamn hot."
Sara_Cate,Praise,29,It’s infuriating.
Katy_Evans,Tycoon,31,"“What?” “It’s over.” Her lips purse, and she raises her chin haughtily."
Louise_Bay,Duke of Manhattan,32,"He might be British aristocracy, a duke and one of the most powerful men in Manhattan—what was more important was he was the best man I knew, my lover and my best friend."
Catharina_Maura,The Unwanted Marriage,40,"“I need you,” he pleads."
Diane_Alberts,The Prince's Bride,8,"“Are you trying to trap me into saying something that will get me in trouble?” The thought had crossed her mind once or twice, over the years."
L_Steele,The Billionaire's Secret,55,She pivots and races down the slope.
KA_Linde,The Wright Mistake,21,I only needed one.
Sarina_Bowen,Pipe Dreams,19,"“Sweep your arms up on the inhale,” she instructed."
KA_Linde,The Wright Boss,23,Heidi was not.
LT_Swan,The Casanova,6,“I guess.” “Dear God.” He keeps flicking through and then pulls out a long black dress; it’s fitted and sleeveless and in a casual material.
L_Steele,The Billionaire's Fake Wife,9,I shove the door open and he breaks out in a flurry of barks.
Melanie_Harlow,Call Me Crazy,5,He nodded and picked up his wine glass.
Sara_Cate,Eyes on Me,38,"The lights are so low it’s almost impossible to see another person, but low LED lights run along the length of the floor, guiding patrons through the main room, which has been transformed so that the voyeur hall is no longer a hall…it’s the entire club."
Pippa_Grant,The Last Eligible Billionaire,33,Solid and dependable.
Laurelin_Paige,Dirty Filthy Billionaire,3,"Dammit, that makes him even hotter."
Kendra_Little,Suddenly Sexy,1,"""Uh, Maddie,"" said Sam."
Leslie_North,The Billionaire's Sexy Rival,11,"""That remains to be seen."""
KA_Linde,The Wright Brother,27,This is what happened.
Max_Monroe,Banking the Billionaire,11,"“Then she fell asleep on his dick before he came,” fucking asshole Brooks went on."
LT_Swan,The Casanova,10,"I pause and close my eyes, push the door open."
Jessica_Clare,Beauty and the Billionaire,8,"Hunter’s eyes were wide, his pupils dilated with need, the scars on his face flaring white against the red of his cheeks."
LT_Swan,The Casanova,13,I can’t actually believe I did that.
GT_Geissinger,Ache for You,27,Are you hoping I’ll develop feelings for you so I’ll sell?
Jessica_Lemmon,The Billionaire Next Door,22,"She’d never had this much sex with Shaun, and she had been with him for almost two years."
Stella_Rhys,Bad Boss,34,Of course it hurt to be here.
Annika_Martin,Breaking the Billionaire's Rules,3,No words.
Ann_Cole,Mr. Mysterious In Black,8,"I,” she breathed, closing her eyes and pressing her hands over her heart like a dazed twelve-year-old, “am hopelessly in love with his brother, Lovello Nelson."
Max_Monroe,Banking the Billionaire,5,Absolutely zero.
LT_Swan,The Casanova,36,"or any other woman for that matter, doesn’t stand a chance.” My eyes search his."
Louise_Bay,King of Wall Street,15,Just said he didn’t want me working on the account because he wanted to keep the personal and professional separate.” Maybe Grace was right and it had been less about my father trying to ruin me and more about him protecting himself.
Annika_Martin,The Billionaire's Wake-up-call Girl,18,I have to find her.
Ann_Cole,I Choose You,13,"A few minutes later, as I was about to take a sip of my coffee, I glimpsed a figure in the periphery of my vision."
Jessica_Lemmon,The Billionaire Bachelor,4,The evening at Liza’s led to exchanged phone numbers and from there turned into a few fun dates at Liza’s apartment where Corbin lived as her couch-crashing roommate.
Sara_Cate,Eyes on Me,21,"“I miss you too.” Then, we hang up."
Meghan_Quinn,So Not Meant To Be,14,It was overwhelming.
GT_Geissinger,Melt for You,34,Are you nuts?
Meghan_Quinn,So Not Meant To Be,9,Genesis is beautiful and smart.
Tia_Louise,Boss of Me,7,"I was barely twenty-one, but she needed me."
Ann_Cole,Love Has a Name,14,All her.
Catharina_Maura,The Temporary Wife,68,"“Luca, your mom and dad had gone to visit Val’s parents, and they’d taken you with them."
Rose_Shain,Between Commitment and Betrayal,15,"I didn’t answer, just veered off the first exit and pulled up to a small drive-thru coffee stand."
Ana_Huang,King of Wrath,39,I needed to get the rest of my belongings once I had a chance to breathe.
Pippa_Grant,Crazy for Loving You,31,Even when whatever this is between us fizzles out?
Louise_Bay,King of Wall Street,2,"I was determined that even though Pandora and I had made a mistake in getting pregnant, having a daughter never would be."
Catharina_Maura,The Wrong Bride,50,"“You tell me, Rave.” My shirt falls open, and the way her eyes are glued to my chest brings me a strange sense of satisfaction."
LJ_Shen,The Hunter,9,"The driver opened the door for us, and we all poured out."
Kendra_Little,Bedding the Billionaire,8,"The white sleeveless shirt was just as unexciting, but
seeing her breasts heaving where he'd opened it drove him wild."
Penny_Wylder,The Billionaire’s Secret Babies,7,"Someone who I can tell likes the twins, who would make a good father, like—” I freeze, stopping myself dead."
Sarina_Bowen,Pipe Dreams,28,"Center, or maybe right wing.” His daughter gave him a half-irritated look and left the room to go and rummage through her closet."
LT_Swan,The Takeover,16,Chapter 10 I lie on the couch with my foot raised.
Jessica_Lemmon,The Bastard Billionaire,13,Isa felt a zing of satisfaction that someone other than herself had noticed the way Eli looked at her.
Stella_Rhys,Sweet Spot,35,“How’s the store been?
Jessica_Clare,Stranded with a Billionaire,15,"Brontë moved to the small kitchen area, looking for bottled water to soothe her dry throat."
L_Steele,The Billionaire's Fake Wife,36,"So, he doesn’t want to refer to her as my stepmother, huh?"
Sarina_Bowen,Brooklynaire,26,Georgia takes it out of my hand and scans it.
Max_Monroe,Scoring the Billionaire,14,"His eyes popped against his darker skin, mischief flickering in the light green depths."
Lisa_Kleypas,Sugar Daddy,4,"""Wait,"" I choked out."
Lisa_Kleypas,Sugar Daddy,1,She seems more like your baby than your baby sister.
Ann_Cole,Love Has a Name,31,I wanted to hurt you back in every way I could.
Melanie_Harlow,Tease,9,We’ve always been such good friends.
Annika_Martin,Breaking the Billionaire's Rules,18,"My blood runs thick with lust, and there’s a strange energy in my chest."
Lisa_Kleypas,Blue Eyed Devil,1,"He sneered, reaching me in three angry strides."
L_Steele,The Billionaire's Christmas Bride,2,Or the fact that I was having too much fun.
Ana_Huang,King of Wrath,31,You had your first fight as a real couple.
L_Steele,The Billionaire's Secret,16,"You wanted to become my submissive, but I’ve changed my mind."""
Louise_Bay,King of Wall Street,7,"“Really?” he asked as he fisted his cock, dragging his hand upward."
Diane_Alberts,Beauty and the Boss,6,"“We’ll see how tonight goes.” “So this is a test?” Benjamin grinned and gripped her chin, tipping her face up to his."
L_Steele,The Billionaire's Fake Wife,40,"Strange, had it been there the last time I came in here?"
Ann_Cole,Love Has a Name,11,"“Hey, don’t ask me how it’s possible, but it is."
Laurelin_Paige,Brutal Billionaire,7,But I recognize it for what it is.
LT_Swan,The Takeover,40,"I thought you loved me,” he whispers through tears."
Kendra_Little,Suddenly Sexy,2,I hope so.
Lisa_Kleypas,Blue Eyed Devil,2,"It was long-fingered and capable, a workman's hand."
Kendra_Little,Bedding the Billionaire,1,"Just let
whatever happens, happen."""
LJ_Shen,The Villain,18,"He snapped his knuckles, something I’d noticed he tried not to do when there were other people in the room."
Sarina_Bowen,Brooklynaire,13,"I stop working and put my fingertips there, just lightly."
Catharina_Maura,The Wrong Bride,53,I lean back against the wall and watch my wife.
LT_Swan,The Stopover,5,"“Sorry about that,” Tristan says as he breezes into the room."
JS_Scott,The Billionaire's Obsession_Simon,1,"Simon had fucked women who were more attractive or more sophisticated, and not a single one of them had ever touched any of his emotions."
Rose_Shain,Between Commitment and Betrayal,13,She hesitated with everything.
Meghan_Quinn,A Long Time Coming,10,"Clearly, it’s something you need to get off your chest.” “Fine,” he says, and then his eyes meet mine."
Rose_Shain,Reverie,13,I snapped my gaze to his.
Ann_Cole,I Choose You,32,Badly.
Lisa_Kleypas,Smooth Talking Stranger,16,"""We'll share a couple of these on the porch later, Hardy."""
GT_Geissinger,Ache for You,23,"Uh, sorry.” He’s quiet for a moment, listening to me breathe like a dragon."
Sarina_Bowen,Hard Hitter,1,"“How’s the hip?” Nate Kattenberger asked, his towel draped around his neck."
LT_Swan,The Casanova,24,Are we at the right unit?
Pippa_Grant,The Last Eligible Billionaire,24,“Sit.
GT_Geissinger,Ache for You,31,"“Honestly, I don’t know the details."
LT_Swan,The Stopover,2,A closeness that the reality of the situation shouldn’t allow.
Annika_Martin,The Billionaire's Wake-up-call Girl,33,Buying pastries and flowers or whatever.
Alexa_Riley,His Alone,29,"We just want different things.” “Maybe so.” I shrug, because on some level this is true."
