book_id,rating_tier,taxonomy_main_group,abs_share,cond_share,modeled_mass,other_share,paratext_share,noise_share,unmapped_share,n_topics_in_group
18692741,middle,Social World Outside Couple,0.03756335409228261,0.055550291262886464,0.6762044489473082,0.31101753386484254,0.000863953475173423,0.00038136208126234895,4.826395946782341e-05,29
18692741,middle,"Spaces, Time, Activities & Objects",0.05521146598900081,0.0816490723699794,0.6762044489473082,0.31101753386484254,0.000863953475173423,0.00038136208126234895,4.826395946782341e-05,22
18692741,middle,"Work, Wealth, Status & Institutions",0.03331991945988596,0.04927491901562798,0.6762044489473082,0.31101753386484254,0.000863953475173423,0.00038136208126234895,4.826395946782341e-05,19
20346544,middle,"Conflict, Risk & Harm",0.009536088220357716,0.015093078414679568,0.6318186362222098,0.30098317547611064,0.0017295441895818216,0.0006054611199198452,5.717691203488289e-05,8
20346544,middle,Embodied & Sensory Experience,0.00800520407884517,0.01267009806280825,0.6318186362222098,0.30098317547611064,0.0017295441895818216,0.0006054611199198452,5.717691203488289e-05,4
20346544,middle,"Emotions, Cognition & Inner Life",0.11348150821023148,0.17961089101259145,0.6318186362222098,0.30098317547611064,0.0017295441895818216,0.0006054611199198452,5.717691203488289e-05,54
20346544,middle,Relationship Trajectory (Main Couple),0.21747584970004333,0.34420613326694804,0.6318186362222098,0.30098317547611064,0.0017295441895818216,0.0006054611199198452,5.717691203488289e-05,134
20346544,middle,"Sexuality, Attraction & Intimacy",0.13367989028326102,0.21157953029458595,0.6318186362222098,0.30098317547611064,0.0017295441895818216,0.0006054611199198452,5.717691203488289e-05,48
20346544,middle,Social World Outside Couple,0.07137543554587757,0.11296823400564418,0.6318186362222098,0.30098317547611064,0.0017295441895818216,0.0006054611199198452,5.717691203488289e-05,29
20346544,middle,"Spaces, Time, Activities & Objects",0.04905838438300045,0.07764630792838259,0.6318186362222098,0.30098317547611064,0.0017295441895818216,0.0006054611199198452,5.717691203488289e-05,22
20346544,middle,"Work, Wealth, Status & Institutions",0.02914909888855817,0.04613523124744689,0.6318186362222098,0.30098317547611064,0.0017295441895818216,0.0006054611199198452,5.717691203488289e-05,19
22609391,top,"Conflict, Risk & Harm",0.012913766128559708,0.019797730260416067,0.6522851841445543,0.3072667559480108,0.0008117178324556735,0.0005774745061858338,0.00018002135620865905,8
22609391,top,Embodied & Sensory Experience,0.01210465357921529,0.01855730265449775,0.6522851841445543,0.3072667559480108,0.0008117178324556735,0.0005774745061858338,0.00018002135620865905,4
22609391,top,"Emotions, Cognition & Inner Life",0.12693367129667604,0.19459842777686948,0.6522851841445543,0.3072667559480108,0.0008117178324556735,0.0005774745061858338,0.00018002135620865905,54
22609391,top,Relationship Trajectory (Main Couple),0.2624789724825967,0.4023991022068473,0.6522851841445543,0.3072667559480108,0.0008117178324556735,0.0005774745061858338,0.00018002135620865905,134
22609391,top,"Sexuality, Attraction & Intimacy",0.09996390620993216,0.1532518423533271,0.6522851841445543,0.3072667559480108,0.0008117178324556735,0.0005774745061858338,0.00018002135620865905,48
22609391,top,Social World Outside Couple,0.05095527921814445,0.07811809996109331,0.6522851841445543,0.3072667559480108,0.0008117178324556735,0.0005774745061858338,0.00018002135620865905,29
22609391,top,"Spaces, Time, Activities & Objects",0.04589208357144345,0.07035585766313099,0.6522851841445543,0.3072667559480108,0.0008117178324556735,0.0005774745061858338,0.00018002135620865905,22
22609391,top,"Work, Wealth, Status & Institutions",0.04086283030177775,0.06264565146511446,0.6522851841445543,0.3072667559480108,0.0008117178324556735,0.0005774745061858338,0.00018002135620865905,19
22707536,trash,"Conflict, Risk & Harm",0.013093284852077475,0.020486038338964445,0.6391321072153833,0.34685101167833376,0.0012223754501681106,0.0005037019618678318,0.006094124007038282,8
22707536,trash,Embodied & Sensory Experience,0.014985632352642497,0.023446846408535126,0.6391321072153833,0.34685101167833376,0.0012223754501681106,0.0005037019618678318,0.006094124007038282,4
22707536,trash,"Emotions, Cognition & Inner Life",0.11562879263311993,0.18091532459056042,0.6391321072153833,0.34685101167833376,0.0012223754501681106,0.0005037019618678318,0.006094124007038282,54
22707536,trash,Relationship Trajectory (Main Couple),0.21028295864803728,0.32901329204726265,0.6391321072153833,0.34685101167833376,0.0012223754501681106,0.0005037019618678318,0.006094124007038282,134
22707536,trash,"Sexuality, Attraction & Intimacy",0.15268157398502172,0.23888891241943044,0.6391321072153833,0.34685101167833376,0.0012223754501681106,0.0005037019618678318,0.006094124007038282,48
22707536,trash,Social World Outside Couple,0.04176970592661372,0.06535379064055939,0.6391321072153833,0.34685101167833376,0.0012223754501681106,0.0005037019618678318,0.006094124007038282,29
22707536,trash,"Spaces, Time, Activities & Objects",0.04098887993210606,0.06413209330178914,0.6391321072153833,0.34685101167833376,0.0012223754501681106,0.0005037019618678318,0.006094124007038282,22
22707536,trash,"Work, Wealth, Status & Institutions",0.04360715487872634,0.06822870324684066,0.6391321072153833,0.34685101167833376,0.0012223754501681106,0.0005037019618678318,0.006094124007038282,19
23518136,trash,"Conflict, Risk & Harm",0.016321481305412264,0.025154190168662903,0.6488573552149403,0.3088900770410502,0.0017037091197200922,0.0006783802954427873,2.843063222053421e-05,8
23518136,trash,Embodied & Sensory Experience,0.006911895133204232,0.010652410853714682,0.6488573552149403,0.3088900770410502,0.0017037091197200922,0.0006783802954427873,2.843063222053421e-05,4
23518136,trash,"Emotions, Cognition & Inner Life",0.13646614250307548,0.2103176320747258,0.6488573552149403,0.3088900770410502,0.0017037091197200922,0.0006783802954427873,2.843063222053421e-05,54
